zoho_account_id,zoho_url,account_name,tags,matched_tags,owner_name,owner_email,owner_id,website,company_linkedin,phone,industry,employees,company_size,annual_revenue,revenue_size,annual_revenue_text,annual_revenue_numeric,parent_account_name,parent_account_id,address,city,state,zip,country,billing_street,billing_city,billing_state,billing_code,billing_country,account_code,account_status,icp_score,signal_score,tier,track,current_erp_pain,budget_sap_roadmap,timeline,trigger_event_news,lead_source,campaign_name,import_notes,description,created_by,modified_by,created_time,modified_time,last_activity_time
6834250000002788112,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000002788112,Christie Digital Systems,Unbound 100,Unbound 100,Ankur Das,ankur@klouddata.com,6834250000000719001,,https://www.linkedin.com/company/christie-digital-systems/about/,,"Appliances, Electrical, And Electronics Manufacturing",,1001-5000,,$271.6 M,,,,,10550 Camden Dr,Cypress,CA,90630,US,,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-05-14T14:48:10+05:30,2026-05-14T14:52:39+05:30,2026-07-03T18:12:51+05:30
6834250000003159072,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159072,"Chums, Inc.",KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.chums.com,,,Ophthalmic Goods,,,4947029,,,,,,,,UT,,US,2424 S 2570 W,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,
6834250000002773001,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000002773001,Cirrus Design Corporation,GMT Fabric; FOCUS,GMT Fabric; FOCUS,Ankur Das,ankur@klouddata.com,6834250000000719001,,,,Aircraft Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ankur Das,Ankur Das,2026-05-13T21:08:09+05:30,2026-05-13T21:09:07+05:30,2026-05-29T23:57:32+05:30
6834250000003159073,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159073,Climax Portable Machine Tools,KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.cpmt.com,,,Metal Cutting Tools,,,43362398,,,,,,,,OR,97132,US,2712 E 2nd St,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,2026-06-22T09:52:18+05:30
6834250000003159074,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159074,CONECRAFT LLC,KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.conecraft.com,,,"Special  Industry Machinery, NEC",,,24080658,,,,,,,,TX,,US,3209 S Grove St,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,2026-06-22T15:31:43+05:30
6834250000002788114,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000002788114,Conesys,Unbound 100,Unbound 100,Linda Spione,linda.spione@klouddata.com,6834250000003103001,,https://www.linkedin.com/company/conesys/about/,,Aviation And Aerospace Component Manufacturing,,201-500,,$100 M,,,,,2280 W 208Th St,Torrance,CA,90501,US,,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-05-14T14:48:10+05:30,2026-07-03T00:49:59+05:30,2026-07-03T03:03:10+05:30
6834250000003159075,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159075,"CONFLUENT MEDICAL TECHNOLOGIES, INC.",KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.nitinol.com,,,Ophthalmic Goods,,,952197,,,,,,,,CA,,US,47533 Westinghouse Dr,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,2026-06-22T09:52:17+05:30
6834250000003159076,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159076,Coronado Manufacturing Inc.,KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.coronadomfg.com,,,"Aircraft Parts and Auxiliary Equipment, NEC",,,7121189,,,,,,,,CA,91352,US,8991 Glenoaks Boulevard,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,
6834250000003159077,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159077,"Covenant Testing Technologies, LLC",KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.ctest.com,,,Const Equip Rental,,,20144009,,,,,,,,TX,77380,US,10077 Grogans Mill Rd Ste 100,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,
6834250000003314036,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003314036,Crane Payment Innovations,Old List,Old List,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,http://www.cranepi.com,http://www.linkedin.com/company/crane-payment-innovations,+1 610-430-2700,electrical/electronic manufacturing,3100,,1200000000,,,,,,,,,,,3222 Phoenixville Pike,Malvern,Pennsylvania,19355,United States,,,,,,,,,,,,,,"Crane Payment Innovations (CPI) is a prominent provider of payment and merchandising technologies, focusing on solutions for unattended retail environments. As a subsidiary of Crane NXT, Co., CPI specializes in coin, banknote, cashless, and self-service technologies across various sectors, including gaming, retail, transportation, vending, and financial services. The company has a rich history dating back to 1926 and operates from its headquarters in Malvern, Pennsylvania, with over 65 locations worldwide.

CPI offers a wide range of products and services, including hardware and software for cash management, self-service automation, and payment processing. Their offerings encompass coin and cash handling devices, cashless payment solutions, self-checkout systems, and vending equipment. The company emphasizes reliability, security, and energy efficiency in its systems, aiming to enhance customer experiences and streamline operations. CPI powers approximately 4 billion transactions weekly, with 30 million devices in operation globally.",Aryan Dhamani,Aryan Dhamani,2026-07-03T20:04:18+05:30,2026-07-03T20:04:18+05:30,2026-07-03T20:05:19+05:30
6834250000003159078,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159078,"Craneworks, Inc.",KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.craneworks.com,,,Const Equip Rental,,,45164602,,,,,,,,AL,,US,2728 Reverend Abraham Woo,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,2026-06-24T22:03:39+05:30
6834250000002759135,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000002759135,Crayola,Unbound 100,Unbound 100,Ankur Das,ankur@klouddata.com,6834250000000719001,https://crayola.com,https://www.linkedin.com/company/crayola/about/,,Manufacturing,,1001-5000,503600000,$982 M,,,,,1100 Church Ln,Easton,PA,18044,US,,Allentown,Pennsylvania,,United States,,,,,,,,,,,,,,"SAP ECC to SAP Cloud ERP, Private Cloud",Ankur Das,Aryan Dhamani,2026-05-12T23:15:01+05:30,2026-05-14T14:52:39+05:30,2026-07-03T19:56:16+05:30
6834250000003314032,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003314032,Crestron,Old List,Old List,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,http://www.crestron.com,http://www.linkedin.com/company/crestron,+1 800-237-2041,electrical/electronic manufacturing,2500,,792300000,,,,,,,,,,,15 Volvo Drive,Rockleigh,New Jersey,07647,United States,,,,,,,,,,,,,,"Crestron Electronics, Inc. is a leading provider of integrated control and automation systems, founded in 1972 by George Feldstein. Headquartered in Rockleigh, New Jersey, the company operates over 90 offices globally and employs more than 5,000 people. Crestron specializes in solutions for various sectors, including high-end residential, commercial, institutional, and government environments.

The company designs and manufactures a wide range of products, including systems for video conferencing, digital content distribution, smart home automation, lighting, HVAC, and security. Notable offerings include the DM NVX platform for AV distribution, wireless collaboration tools, and the Crestron Home® OS for residential automation. Crestron’s technology is utilized in prestigious locations such as the Pentagon, White House, and major universities, showcasing its commitment to reliability and innovation in control systems.",Aryan Dhamani,Aryan Dhamani,2026-07-03T20:04:18+05:30,2026-07-03T20:04:18+05:30,2026-07-03T20:05:19+05:30
6834250000003159079,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159079,"Ctm Enterprises, Inc.",KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.purafilter2000.com,,,Industrial Machinery,,,21720785,,,,,,,,NV,,US,6625 S Valley View Blvd,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,2026-06-22T15:34:33+05:30
6834250000001752018,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000001752018,Custom-Pak,Unbound 100,Unbound 100,Linda Spione,linda.spione@klouddata.com,6834250000003103001,,https://www.zoominfo.com/c/custom-pak-inc/28581509,,Building Materials,,501-1000,276000000,$276.8 M,$276.8 M,276800000,,,86 16Th Ave N,Clinton,IA,52732,US,86 16Th Ave N,Clinton,IA,52732,US,ACC-021,Prospect,66,9,C,Unknown,IQMS is an older version ERP,Will include in next budget,6-9 Months,"Critical ERP trigger: Custom-Pak confirmed on IQMS, which was acquired by Dassault Systèmes in 2019 and rebranded as DELMIAWorks. Dassault has gradually sunset IQMS-native capabilities as it migrates to the 3DEXPERIENCE platform — a fundamentally differen",Unbound Campaign May 2026 - Batch 3,KloudData — Unbound Campaign May 2026 | Batch 3,Created from selected lead batch. Review website/domain if required before import.,,Aryan Dhamani,Aryan Dhamani,2026-02-10T11:17:19+05:30,2026-07-01T13:08:02+05:30,2026-07-03T18:12:51+05:30
6834250000003159080,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159080,"Cyclonaire, Corp.",KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.cyclonaire.com,,,Conveyors,,,15632407,,,,,,,,NE,,US,2922 N Division Ave,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,
6834250000003314045,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003314045,DAP,Old List,Old List,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,http://www.dap.com,http://www.linkedin.com/company/dap,+1 410-675-2100,mechanical or industrial engineering,750,,498300000,,,,,,,,,,,2400 Boston Street,Baltimore,Maryland,21224,United States,,,,,,,,,,,,,,"DAP Global Inc. is a prominent manufacturer and supplier of caulks, sealants, foam, adhesives, and patch and repair products. Founded in 1865, the company has a rich history of innovation in the home repair and building products industry. Headquartered in Baltimore, Maryland, DAP has maintained manufacturing operations there for over 50 years.

The company has a legacy of first-to-market innovations, including the introduction of latex caulking compounds in 1964 and the first Siliconized Latex Caulk in 1980. DAP has also developed a range of products such as silicone sealants and aerosol caulking. Its product portfolio features well-known brands like Plastic Wood and DAPtex®, which is designed for sealing large cracks and gaps. DAP serves professional contractors, remodelers, and homeowners, significantly impacting the DIY market with its consumer-focused marketing strategies.",Aryan Dhamani,Aryan Dhamani,2026-07-03T20:04:18+05:30,2026-07-03T20:04:18+05:30,2026-07-03T20:05:19+05:30
6834250000003159081,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159081,Darkvision Technologies Inc,KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.darkvisiontech.com,,,Oil and Gas Field Machinery and Equipment,,,40122678,,,,,,,,BC,,CA,2433 Dollarton Hwy Unit 108,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,2026-06-24T22:03:39+05:30
6834250000003159082,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159082,"Decked, L.L.C.",KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.decked.com,,,Metal Forming Tools,,,34696524,,,,,,,,ID,,US,110 Lindsay Cir,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,2026-06-22T15:37:49+05:30
6834250000003159083,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159083,"Defensestorm, Inc.",KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.defensestorm.com,,,Navigation Equipment,,,9298347,,,,,,,,GA,,US,1720 Windward Concourse Ste 275,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,2026-06-24T22:03:39+05:30
6834250000003314099,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003314099,Delicato Family Vineyards,Old List,Old List,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,http://www.delicato.com,http://www.linkedin.com/company/delicato-family-wines,+1 800-650-0640,food production,750,,900000000,,,,,,,,,,,12001 California 99,Manteca,California,95336,United States,,,,,,,,,,,,,,"Delicato Family Wines is a family-owned winery based in Napa, California, with a rich history dating back to 1924. Founded by Gaspare Indelicato, the winery has grown from a small vineyard operation into one of the largest wine companies in the U.S., ranking as the fifth-largest supplier with over 16 million cases sold annually. The company emphasizes quality control, environmental stewardship, and innovation across its operations.

Delicato farms 4,200 acres of vineyards in premium regions such as Monterey, Lodi, Napa, Sonoma, and Santa Lucia Highlands. The winery produces a diverse portfolio of premium wines, including popular brands like Bota Box, Gnarly Head, and Z. Alexander Brown. The company has also expanded internationally, with partnerships in Chile and Germany. Celebrating its 100-year anniversary in 2024, Delicato continues to focus on strategic growth and family leadership.",Aryan Dhamani,Aryan Dhamani,2026-07-03T20:04:18+05:30,2026-07-03T20:04:18+05:30,2026-07-03T20:05:19+05:30
6834250000003314069,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003314069,Delta Faucet,Old List,Old List,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,http://www.deltafaucetcompany.com,http://www.linkedin.com/company/delta-faucet-company,+1 800-345-3358,mechanical or industrial engineering,2700,,741800000,,,,,,,,,,,55 East 111th Street,Indianapolis,Indiana,46280,United States,,,,,,,,,,,,,,"Delta Faucet Company is an American manufacturer of plumbing fixtures and materials, based in Indianapolis, Indiana. Founded in 1954 by Alex Manoogian, the company is known for its innovative plumbing solutions, including the first single-handle ball-valve faucet. Delta has expanded its manufacturing capabilities over the years, with facilities in several U.S. states, Canada, and China.

The company offers a diverse range of plumbing products under brands such as Delta, Kraus, Peerless, and Brizo. Their core offerings include various types of faucets, kitchen sinks, bath and shower fixtures, toilets, and water filtration systems. Delta emphasizes water efficiency and user convenience, featuring technologies like DIAMOND valves and Touch2O touch-sensor faucets. Their products are available through wholesalers, plumbers, contractors, and direct-to-consumer channels, catering to both residential and commercial markets.",Aryan Dhamani,Aryan Dhamani,2026-07-03T20:04:18+05:30,2026-07-03T20:04:18+05:30,2026-07-03T20:05:19+05:30
6834250000003159084,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159084,Diligent Robotics Inc.,KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.diligentrobots.com,,,"Ind.Machinery, NEC",,,11654696,,,,,,,,TX,,US,1300 Guadalupe Street,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,2026-06-24T22:03:39+05:30
6834250000003314108,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003314108,Dorman,Old List,Old List,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,http://www.dormanproducts.com,http://www.linkedin.com/company/dorman-products,+1 215-997-1800,automotive,3800,,2130319000,,,,,,,,,,,3400 East Walnut Street,Colmar,Pennsylvania,18915,United States,,,,,,,,,,,,,,"Dorman Products, Inc. is a prominent American manufacturer and distributor of aftermarket automotive products, established in 1918. The company specializes in replacement and upgrade parts for passenger cars, light, medium, and heavy-duty trucks, as well as specialty vehicles like utility terrain vehicles. Headquartered in Colmar, Pennsylvania, Dorman operates 29 facilities worldwide and employs over 3,800 people. In 2024, the company reported annual net sales of approximately $2.0 billion.

Dorman's product portfolio includes more than 133,000 distinct items, covering various vehicle maintenance and upgrade needs. The company operates through three main segments: Light Duty, Heavy Duty, and Specialty Vehicle. Dorman is known for its engineering-driven approach, providing high-quality parts that often exceed OEM specifications. The company also manages a diverse family of brands, including Dorman, OE Solutions, and SuperATV, catering to a wide range of customer segments in the automotive aftermarket industry.",Aryan Dhamani,Aryan Dhamani,2026-07-03T20:04:18+05:30,2026-07-03T20:04:18+05:30,2026-07-03T20:05:19+05:30
6834250000003159085,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159085,"Double E Company, LLC",KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,www.doubleeusa.com,,,Machine Tools/Acces.,,,43142771,,,,,,,,MA,,US,319 Manley St Ste 5,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,2026-06-22T09:52:18+05:30
6834250000002759003,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000002759003,Drew Marine,Unbound 100,Unbound 100,Linda Spione,linda.spione@klouddata.com,6834250000003103001,www.drew-marine.com,https://www.linkedin.com/company/drew-marine/about/,,Chemical Manufacturing,,201-500,45000000,$100 M,,,Court Square Capital Partners,6834250000002780088,4855 Brookside Ct,Norfolk,VA,23502,US,,Norfolk,VA,,Greece,,,,,,,,,,,,,,SAP Cloud ERP,Ankur Das,Aryan Dhamani,2026-05-12T23:14:58+05:30,2026-06-26T23:25:03+05:30,2026-07-03T19:12:04+05:30
6834250000003314086,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003314086,Duracell,Old List,Old List,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,http://www.duracell.com,http://www.linkedin.com/company/duracell,+1 800-551-2355,mechanical or industrial engineering,3000,,2500000000,,,,,,,,,,,515 N Flagler Dr,West Palm Beach,Florida,33401-4308,United States,,,,,,,,,,,,,,"Duracell is the world's leading manufacturer and marketer of high-performance alkaline batteries, lithium coins, rechargeable batteries, and other specialty cells. Duracell powers many devices across the globe such as game console controllers, baby monitors, flashlights, smoke detectors, and toys such as the Monster Jam RC trucks.
As the leader in the personal power category, Duracell has a rich history of innovation continuously introducing batteries that are more powerful and longer lasting than competitor brands - holding our title as the #1 trusted battery brand since 2018. Duracell is committed to powering communities and organizations, ensuring child safety, and keeping devices running when they're needed most.
Duracell focuses on sustainable growth, industry-leading innovation and creating long term value for our customers and consumers. At Duracell integrity, end to end accountability across all levels, fast decision making and a ""can do"" attitude are highly valued. Powered by those, Duracell - a multi-national and multi-cultural company – is committed to become the world's undisputed #1 Personal Power Company. 
Duracell is committed to hiring incredible talent and, as such, offers competitive compensation packages and employee benefits. To this same end, Duracell respects and values the aspects that make each candidate unique and, as an Equal Opportunity employer, is committed to providing a work environment that is free of discrimination against employees and applicants on the basis of any factor prohibited by applicable laws and regulations.",Aryan Dhamani,Aryan Dhamani,2026-07-03T20:04:18+05:30,2026-07-03T20:04:18+05:30,2026-07-03T20:05:19+05:30
6834250000002759121,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000002759121,Duraco Specialty Tapes and Liners,FOCUS,FOCUS,Ankur Das,ankur@klouddata.com,6834250000000719001,https://duraco.com,,12245002996.0,packaging & containers,,,51504000,,,,,,,,,,,,Nashville,Tennessee,,United States,,,,,,,,,,,,,,,Ankur Das,Ankur Das,2026-05-12T23:15:01+05:30,2026-05-14T19:51:14+05:30,2026-06-25T16:34:03+05:30
6834250000002788062,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000002788062,Dwyeromega,Unbound 100,Unbound 100,Ankur Das,ankur@klouddata.com,6834250000000719001,,https://www.linkedin.com/company/dwyeromega/about/,,Manufacturing,,1001-5000,,$206.8 M,,,,,102 In 212,Michigan City,IN,46360,US,,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-05-14T14:48:10+05:30,2026-05-14T14:52:39+05:30,2026-07-03T18:12:51+05:30
6834250000001511144,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000001511144,Dytran By Hbk,Unbound 100,Unbound 100,Linda Spione,linda.spione@klouddata.com,6834250000003103001,,https://www.linkedin.com/company/dytran-instruments/about/,,Appliances Electrical And Electronics Manufacturing,,51-200,,$1.3 B,$1.3 B,,,,21592 Marilla Street,Chatsworth,CA,91311,US,21592 Marilla Street,Chatsworth,CA,91311,US,ACC-020,Prospect,68,9,C,Track 2 — Legacy ERP,Currently using AccuTerm D3 . Challenges- Ongoing difficulties with sourcing products from other countries over the past year,Will include in next budget,6-9 Months,Double trigger: (1) M&A — Dytran Instruments was acquired by HBK (Hottinger Brüel & Kjær) and subsequently by Spectris Group. Post-acquisition ERP rationalization is active — multiple Spectris subsidiaries running disparate systems. (2) Legacy ERP urgency,Unbound Campaign May 2026 - Batch 3,KloudData — Unbound Campaign May 2026 | Batch 3,Created from selected lead batch. Review website/domain if required before import.,,Ankur Das,Aryan Dhamani,2026-01-27T21:28:34+05:30,2026-07-01T13:08:02+05:30,2026-07-03T18:12:50+05:30
6834250000002788072,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000002788072,E Tech Group,Unbound 100,Unbound 100,Linda Spione,linda.spione@klouddata.com,6834250000003103001,,https://www.linkedin.com/company/etechgroup/about/,,Automation Machinery Manufacturing,,501-1000,,$162.9 M,$162.9 M,162900000,,,8614 Jacquemin Dr,West Chester Township,OH,45069,US,8614 Jacquemin Dr,West Chester Township,OH,,US,ACC-001,Prospect,78,9,B,Track 1 — SAP (ver. TBC),SAP,Will include in the next budget,12 Months,M&A trigger: E Tech Group acquired JSat Automation (May 2025) and rebranded the entity as Tele-Controls by E Tech Group (Sep 2025). This is E Tech Group's latest in a series of acquisitions — integrating multiple entities with separate ERP/operational sys,Unbound Campaign May 2026 - Batch 3,KloudData — Unbound Campaign May 2026 | Batch 3,Created from selected lead batch. Review website/domain if required before import.,,Aryan Dhamani,Aryan Dhamani,2026-05-14T14:48:10+05:30,2026-07-01T13:08:02+05:30,2026-07-03T18:12:50+05:30
6834250000002788100,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000002788100,Ecos,Unbound 100,Unbound 100,Linda Spione,linda.spione@klouddata.com,6834250000003103001,,https://www.linkedin.com/company/ecos-earthfriendlyproducts/about/,,Manufacturing,,201-500,,$123.6 M,,,,,11150 Hope St,Cypress,CA,90630,US,,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-05-14T14:48:10+05:30,2026-07-03T00:49:59+05:30,2026-07-03T16:49:49+05:30
6834250000003159086,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003159086,"Electrocraft, Inc.",KD Blitz,KD Blitz,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,http://www.electrocraft.com/,,,Relays and Industrial Controls,,,87470203,,,,,,,,NH,3885,US,2 Marin Way Ste 3,,,,,,,,,,,,,,,,,,,Aryan Dhamani,Aryan Dhamani,2026-06-18T15:27:53+05:30,2026-06-18T15:27:53+05:30,2026-06-22T09:52:13+05:30
6834250000002759089,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000002759089,Elliott Equipment Company,Unbound 100,Unbound 100,Ankur Das,ankur@klouddata.com,6834250000000719001,https://elliottequip.com,https://www.linkedin.com/company/elliott-equipment/about/,,Machinery Manufacturing,,201-500,75000000,$190.1 M,,,,,3514 South 25Th Street,Omaha,NE,68105,US,,Omaha,Nebraska,,United States,,,,,,,,,,,,,,,Ankur Das,Aryan Dhamani,2026-05-12T23:15:00+05:30,2026-05-14T14:52:39+05:30,2026-07-03T20:41:31+05:30
6834250000003314088,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003314088,Elo Touch Solutions,Old List,Old List,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,http://www.elotouch.com,http://www.linkedin.com/company/elotouch,+1 408-597-8000,computer hardware,1200,,400000000,,,,,,,,,,,2439 Bertelkamp Ln,Knoxville,Tennessee,37931-3086,United States,,,,,,,,,,,,,,"Elo Touch Solutions is a leading company in touchscreen technology and interactive devices, founded in 1971 and based in Milpitas, California. As the world's largest commercial touchscreen manufacturer, Elo has over 1,200 employees and operates in more than 80 countries, with over 35 million installations globally. The company generates approximately $325.9 million in annual revenue.

Elo specializes in a wide range of touchscreen solutions, including touchscreen monitors, open-frame touchscreens, medical-grade touchscreens, and Android-powered interactive devices. Their technology portfolio features various touch technologies such as Surface Acoustic Wave, Projective Capacitive, and Infrared. Elo serves multiple industries, including retail, healthcare, gaming, and industrial applications, providing products designed for durability and reliability. The company is committed to quality and innovation, holding over 400 global patents and offering a customer-centric approach with direct access to their engineering team.",Aryan Dhamani,Aryan Dhamani,2026-07-03T20:04:18+05:30,2026-07-03T20:04:18+05:30,2026-07-03T20:05:19+05:30
6834250000003314062,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003314062,EMD Serono,Old List,Old List,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,http://www.emdserono.com,http://www.linkedin.com/company/emd-serono-inc,+1 800-283-8088,pharmaceuticals,1800,,400000000,,,,,,,,,,,198 Pier 4 Blvd,Boston,Massachusetts,02210,United States,,,,,,,,,,,,,,"EMD Serono, Inc. is a specialized biopharmaceutical company and the U.S. healthcare division of Merck KGaA, Darmstadt, Germany. Headquartered near Boston, Massachusetts, EMD Serono focuses on developing and marketing therapies in neurology, oncology, immunology, endocrinology, and reproductive health. The company employs around 1,050 people and has a rich history dating back to the Serono Pharmacological Institute, founded in 1906.

The company is dedicated to addressing unmet medical needs through innovative research and development. EMD Serono has eight marketed drugs in the U.S. and has received six FDA approvals since 2017. Its pipeline includes promising candidates like evobrutinib for neurology and xevinapant for oncology, with a commitment to integrating patient perspectives into its development processes. EMD Serono also provides patient support services, positively impacting the lives of approximately 2 million individuals.",Aryan Dhamani,Aryan Dhamani,2026-07-03T20:04:18+05:30,2026-07-03T20:04:18+05:30,2026-07-03T20:05:19+05:30
6834250000003314033,https://crm.zoho.com/crm/org890324941/tab/Accounts/6834250000003314033,Eppendorf,Old List,Old List,Aryan Dhamani,aryan@klouddata.com,6834250000001208001,http://www.eppendorf.com,http://www.linkedin.com/company/eppendorf,+49 40 538010,research,4400,,1083000000,,,,,,,,,,,1 Barkhausenweg,Hamburg,Hamburg,22339,Germany,,,,,,,,,,,,,,"Eppendorf is a prominent international life science company based in Hamburg, Germany, established in 1945. The company specializes in developing, manufacturing, and distributing laboratory instruments, consumables, and services for liquid handling, sample preparation, analysis, and bioprocessing. With production and R&D sites across Europe, Asia, and North America, Eppendorf operates in over 30 countries and employs approximately 4,500 people globally.

Eppendorf's product offerings are organized into four main business units: Liquid Handling, Consumables, Separation & Instrumentation, and Bioprocess. Their portfolio includes manual and electronic pipettes, automated systems, Eppendorf Tubes®, centrifuges, and bioreactors, among others. The company also provides services such as pipette calibration and training centers. Eppendorf supports a wide range of applications in biosciences, medical diagnostics, and biopharma, emphasizing innovation to enhance human living conditions.",Aryan Dhamani,Aryan Dhamani,2026-07-03T20:04:18+05:30,2026-07-03T20:04:18+05:30,2026-07-03T20:05:19+05:30
